# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-t" "gene" "-g" "ID" "-F" "GTF" "-T" "4" "-a" "index/reference.gff" "-o" "counts.txt" "bam/SRR10379724.bam" "bam/SRR10379725.bam" "bam/SRR10379726.bam" "bam/SRR10379721.bam" "bam/SRR10379722.bam" "bam/SRR10379723.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/SRR10379724.bam	bam/SRR10379725.bam	bam/SRR10379726.bam	bam/SRR10379721.bam	bam/SRR10379722.bam	bam/SRR10379723.bam
gene-SAOUHSC_02281	CP000253.1	2111806	2113494	+	1689	11747	12647	5472	1644	1421	966
gene-SAOUHSC_02282	CP000253.1	2113522	2115291	+	1770	18311	18454	6616	1758	1443	1003
gene-SAOUHSC_02283	CP000253.1	2115291	2115545	+	255	2288	1582	664	171	117	96
gene-SAOUHSC_02284	CP000253.1	2115682	2116686	+	1005	13893	14746	2668	1006	786	608
gene-SAOUHSC_02285	CP000253.1	2116716	2118245	+	1530	21617	20410	5485	2138	1512	1126
gene-SAOUHSC_02286	CP000253.1	2118248	2119294	+	1047	13155	16623	3740	1398	1032	814
gene-SAOUHSC_02287	CP000253.1	2119308	2120678	+	1371	17747	18424	10039	2007	1503	1304
gene-SAOUHSC_02288	CP000253.1	2120679	2121251	+	573	6761	8063	1590	838	500	484
gene-SAOUHSC_02289	CP000253.1	2121266	2122534	+	1269	12801	10652	1858	1523	968	808
gene-SAOUHSC_02290	CP000253.1	2122583	2122738	-	156	47	26	2	373	222	204
gene-SAOUHSC_R00014	CP000253.1	2122744	2122858	-	115	4	1	4	7	1	0
gene-SAOUHSC_R0009	CP000253.1	2122931	2125853	-	2923	1335	1034	2413	1700	1860	742
gene-SAOUHSC_R0004	CP000253.1	2126400	2127954	-	1555	490	309	1063	436	228	82
gene-SAOUHSC_T00025	CP000253.1	2128072	2128145	-	74	247	117	152	1049	446	413
gene-SAOUHSC_T00034	CP000253.1	2128165	2128250	-	86	59	159	24	120	67	94
gene-SAOUHSC_02294	CP000253.1	2128216	2128323	-	108	2	0	1	1	4	4
gene-SAOUHSC_02296	CP000253.1	2128897	2129352	-	456	1964	2476	303	6345	4617	6773
gene-SAOUHSC_02297	CP000253.1	2129345	2131495	-	2151	6157	7369	1154	18984	14120	20104
gene-SAOUHSC_02298	CP000253.1	2131929	2132699	-	771	19519	32102	4820	31385	26758	29897
gene-SAOUHSC_02299	CP000253.1	2132674	2133183	-	510	7045	11609	1475	7380	6373	7128
gene-SAOUHSC_02300	CP000253.1	2133155	2133481	-	327	4935	4932	571	4032	3338	3420
gene-SAOUHSC_02301	CP000253.1	2133600	2134388	-	789	8402	9636	886	6049	4862	5457
gene-SAOUHSC_02302	CP000253.1	2134363	2134653	-	291	4845	6894	629	2797	2271	2414
gene-SAOUHSC_A02189	CP000253.1	2134741	2134974	+	234	191	68	151	60	37	55
gene-SAOUHSC_02303	CP000253.1	2134939	2135301	-	363	5775	7617	3510	2365	2211	1810
gene-SAOUHSC_02304	CP000253.1	2135298	2135468	-	171	1807	1371	109	750	619	507
gene-SAOUHSC_02305	CP000253.1	2135553	2136701	-	1149	4767	4555	911	5395	4040	4490
gene-SAOUHSC_02306	CP000253.1	2136767	2137126	-	360	1342	1901	188	1459	1195	1199
gene-SAOUHSC_02307	CP000253.1	2137130	2137621	-	492	922	1101	91	999	779	802
gene-SAOUHSC_02308	CP000253.1	2137608	2139191	-	1584	3889	4619	934	3766	2724	3063
gene-SAOUHSC_02309	CP000253.1	2139184	2139663	-	480	729	985	38	543	384	511
gene-SAOUHSC_02310	CP000253.1	2139872	2140432	-	561	1972	3720	1169	1839	1501	1547
gene-SAOUHSC_02311	CP000253.1	2140452	2142425	-	1974	4728	12076	2689	3798	3002	3362
gene-SAOUHSC_02312	CP000253.1	2142498	2144174	-	1677	3496	9127	1028	1505	1157	1464
gene-SAOUHSC_02313	CP000253.1	2144198	2144308	-	111	31	30	3	80	44	74
gene-SAOUHSC_02314	CP000253.1	2144446	2147103	+	2658	26443	54859	4062	4232	3197	3209
gene-SAOUHSC_02315	CP000253.1	2147103	2147798	+	696	2766	6727	577	1414	959	1051
gene-SAOUHSC_02316	CP000253.1	2148167	2149687	-	1521	33830	22683	9220	75376	58175	76683
gene-SAOUHSC_02317	CP000253.1	2150204	2151562	-	1359	10906	13009	2074	11720	8308	9448
gene-SAOUHSC_02318	CP000253.1	2151577	2152647	-	1071	9464	11160	1609	7087	5923	5773
gene-SAOUHSC_02319	CP000253.1	2152965	2154167	+	1203	4240	3618	533	3183	2527	2011
gene-SAOUHSC_02320	CP000253.1	2154431	2154568	-	138	7218	8264	696	6473	6195	4576
gene-SAOUHSC_02321	CP000253.1	2154696	2154905	-	210	477	645	52	1192	868	1216
gene-SAOUHSC_02322	CP000253.1	2154917	2155210	-	294	607	646	46	1305	920	1153
gene-SAOUHSC_02323	CP000253.1	2155376	2156860	+	1485	5137	5934	921	2586	2298	2028
gene-SAOUHSC_02324	CP000253.1	2156888	2157535	+	648	1938	1563	270	1181	972	849
gene-SAOUHSC_02325	CP000253.1	2157595	2157702	-	108	723	832	217	457	464	383
gene-SAOUHSC_02326	CP000253.1	2157710	2157802	-	93	468	278	296	328	325	241
gene-SAOUHSC_02327	CP000253.1	2158348	2159220	-	873	23548	25508	4772	18323	15895	13900
gene-SAOUHSC_02328	CP000253.1	2159306	2159947	-	642	190	181	62	425	275	300
gene-SAOUHSC_02329	CP000253.1	2159949	2160740	-	792	187	181	47	388	265	242
gene-SAOUHSC_02330	CP000253.1	2160724	2161554	-	831	181	234	38	300	253	213
gene-SAOUHSC_02331	CP000253.1	2161547	2162236	-	690	165	199	12	246	165	131
gene-SAOUHSC_02332	CP000253.1	2162336	2162467	-	132	26	30	9	47	30	15
gene-SAOUHSC_02333	CP000253.1	2162622	2163317	-	696	267	219	30	438	276	297
gene-SAOUHSC_02334	CP000253.1	2163706	2164101	-	396	531	530	59	689	416	471
gene-SAOUHSC_02335	CP000253.1	2164232	2164735	+	504	1750	2588	295	628	499	444
gene-SAOUHSC_02336	CP000253.1	2164794	2165234	-	441	9816	12878	2978	6024	6260	4538
gene-SAOUHSC_02337	CP000253.1	2165268	2166533	-	1266	27567	33694	8569	16822	18292	13554
gene-SAOUHSC_02338	CP000253.1	2166644	2166877	-	234	2604	2978	71	1264	1465	1172
gene-SAOUHSC_02339	CP000253.1	2167009	2167101	-	93	22	29	5	17	22	9
gene-SAOUHSC_02340	CP000253.1	2167439	2167843	-	405	19229	27751	7996	11221	9131	7804
gene-SAOUHSC_02341	CP000253.1	2167863	2169275	-	1413	51462	66327	33140	30194	25153	20707
gene-SAOUHSC_02343	CP000253.1	2169297	2170094	-	798	31264	47417	7732	16655	14359	12450
gene-SAOUHSC_02345	CP000253.1	2170194	2171702	-	1509	44951	53985	17980	23545	22281	16340
gene-SAOUHSC_02346	CP000253.1	2171724	2172263	-	540	14973	22805	2899	7928	7001	5991
gene-SAOUHSC_02347	CP000253.1	2172263	2172784	-	522	18036	19851	7900	9240	8713	6404
gene-SAOUHSC_02349	CP000253.1	2172982	2173194	-	213	12588	20890	6801	6109	6162	4179
gene-SAOUHSC_02350	CP000253.1	2173237	2173965	-	729	25713	30617	6489	11497	10760	7890
gene-SAOUHSC_02351	CP000253.1	2173986	2174438	-	453	14025	18641	999	6385	5048	4500
gene-SAOUHSC_02352	CP000253.1	2174506	2175633	-	1128	31391	34103	9966	16625	13601	10569
gene-SAOUHSC_02353	CP000253.1	2175657	2176286	-	630	15743	13960	3458	7850	6433	4853
gene-SAOUHSC_02354	CP000253.1	2176314	2177552	-	1239	42905	45754	18923	19941	17133	12803
gene-SAOUHSC_02355	CP000253.1	2177579	2178103	-	525	15582	22063	13541	6593	5648	4258
gene-SAOUHSC_02356	CP000253.1	2178210	2178629	-	420	682	912	75	825	646	752
gene-SAOUHSC_02357	CP000253.1	2178626	2179723	-	1098	1372	1563	214	1377	1071	1053
gene-SAOUHSC_02358	CP000253.1	2179756	2180508	-	753	6199	5532	1083	7325	6322	6527
gene-SAOUHSC_02359	CP000253.1	2180579	2181655	-	1077	5497	5513	1350	7564	6407	6933
gene-SAOUHSC_02360	CP000253.1	2181656	2182255	-	600	2418	2248	236	3891	3345	3507
gene-SAOUHSC_02361	CP000253.1	2182602	2182856	-	255	18066	11343	2616	54826	40301	41937
gene-SAOUHSC_02362	CP000253.1	2182974	2184290	-	1317	21148	23321	3439	18580	17618	17957
gene-SAOUHSC_02363	CP000253.1	2184537	2185964	-	1428	30856	37716	14132	15940	15100	11809
gene-SAOUHSC_02364	CP000253.1	2186202	2186537	-	336	6593	8086	731	45473	36020	41386
gene-SAOUHSC_02365	CP000253.1	2186626	2187885	-	1260	12359	16586	2176	43834	39959	41455
gene-SAOUHSC_02366	CP000253.1	2188351	2189211	-	861	29337	22232	5910	31914	24146	25899
gene-SAOUHSC_02367	CP000253.1	2189429	2189950	+	522	1348	1271	84	796	571	539
gene-SAOUHSC_02368	CP000253.1	2190059	2191669	-	1611	10576	12950	2895	6636	6416	5631
gene-SAOUHSC_02369	CP000253.1	2192005	2192535	-	531	8205	10147	939	12734	9204	10282
gene-SAOUHSC_02370	CP000253.1	2192647	2193507	-	861	1995	1419	223	1477	1225	1036
gene-SAOUHSC_A02254	CP000253.1	2193721	2193879	-	159	47	67	4	36	24	52
gene-SAOUHSC_02371	CP000253.1	2193931	2194734	+	804	2284	2526	614	2329	2374	1861
gene-SAOUHSC_02372	CP000253.1	2194864	2195535	-	672	4670	4997	547	6450	5428	5601
gene-SAOUHSC_02373	CP000253.1	2195934	2197127	-	1194	2935	3977	490	3002	2888	2321
gene-SAOUHSC_02374	CP000253.1	2197127	2198311	-	1185	2901	3958	806	2098	2407	1713
gene-SAOUHSC_02375	CP000253.1	2198622	2199092	+	471	3415	4727	923	1662	1506	1058
gene-SAOUHSC_02376	CP000253.1	2199244	2199594	-	351	3720	3476	392	29251	20875	20662
gene-SAOUHSC_02377	CP000253.1	2199608	2200909	-	1302	9617	13806	2869	71775	60025	57704
gene-SAOUHSC_02378	CP000253.1	2200893	2201021	+	129	196	244	37	818	580	761
gene-SAOUHSC_02379	CP000253.1	2201188	2201850	-	663	4835	6138	2522	18760	15815	12923
gene-SAOUHSC_02380	CP000253.1	2202165	2202875	+	711	6918	6611	941	16164	13750	11641
gene-SAOUHSC_02381	CP000253.1	2202996	2203439	-	444	13060	10874	1558	503331	360342	360038
gene-SAOUHSC_02382	CP000253.1	2203639	2204052	-	414	1868	3394	259	1679	1300	1311
gene-SAOUHSC_02383	CP000253.1	2204510	2205883	-	1374	6737	8872	542	5962	4798	4678
gene-SAOUHSC_02384	CP000253.1	2206555	2206785	-	231	992	1358	160	861	757	627
gene-SAOUHSC_02385	CP000253.1	2206816	2207673	-	858	3975	6426	741	1901	1679	1421
gene-SAOUHSC_02386	CP000253.1	2207609	2207833	-	225	651	1072	33	268	251	253
gene-SAOUHSC_02387	CP000253.1	2208190	2208855	-	666	5221	8239	2681	1145	1253	912
gene-SAOUHSC_02388	CP000253.1	2209007	2209327	+	321	341	448	28	2277	2722	2069
gene-SAOUHSC_02389	CP000253.1	2209329	2210309	+	981	1737	2006	193	9234	9780	8320
gene-SAOUHSC_02390	CP000253.1	2210575	2211666	+	1092	14530	20752	1027	6306	5092	4623
gene-SAOUHSC_02391	CP000253.1	2212109	2212213	-	105	12768	6314	4070	5205	4182	2389
gene-SAOUHSC_02392	CP000253.1	2212638	2212841	-	204	399	694	42	671	726	731
gene-SAOUHSC_02393	CP000253.1	2212900	2214036	-	1137	1135	1730	131	413	327	384
gene-SAOUHSC_02394	CP000253.1	2214325	2214417	+	93	26	27	12	8	3	10
gene-SAOUHSC_A02273	CP000253.1	2214493	2214651	+	159	186	298	12	63	32	38
gene-SAOUHSC_02396	CP000253.1	2215122	2215979	-	858	3832	4988	790	2863	2352	1775
gene-SAOUHSC_02397	CP000253.1	2216047	2216829	-	783	1673	2791	603	1283	1281	1008
gene-SAOUHSC_02399	CP000253.1	2217061	2218866	-	1806	9461	10017	1285	18155	12977	11956
gene-SAOUHSC_02400	CP000253.1	2219547	2221085	+	1539	5341	2440	593	2421	2756	1878
gene-SAOUHSC_02401	CP000253.1	2221120	2223252	+	2133	6743	8260	1492	2648	3466	1985
gene-SAOUHSC_02402	CP000253.1	2223264	2223698	+	435	2837	3180	1847	809	1015	574
gene-SAOUHSC_02403	CP000253.1	2223698	2224804	+	1107	6595	7058	1197	1893	2391	1278
gene-SAOUHSC_02404	CP000253.1	2225123	2232559	-	7437	2191	2057	320	6893	4550	4632
gene-SAOUHSC_02405	CP000253.1	2232836	2234191	-	1356	7965	9009	1638	12332	8847	9914
gene-SAOUHSC_02406	CP000253.1	2234218	2235150	-	933	3029	2729	225	4591	3494	3828
gene-SAOUHSC_02407	CP000253.1	2235152	2235961	-	810	3253	3387	247	3954	3140	3078
gene-SAOUHSC_02409	CP000253.1	2236150	2237058	-	909	6559	11497	1551	2231	2296	1139
gene-SAOUHSC_02410	CP000253.1	2237284	2238486	+	1203	822	652	28	1549	1383	1333
gene-SAOUHSC_02411	CP000253.1	2238622	2238726	+	105	26	12	9	118	92	119
gene-SAOUHSC_T00037	CP000253.1	2238714	2238789	-	76	0	0	0	0	0	0
gene-SAOUHSC_02412	CP000253.1	2238752	2238868	-	117	0	0	0	0	0	0
gene-SAOUHSC_T00017	CP000253.1	2238793	2238867	-	75	0	0	0	0	0	0
gene-SAOUHSC_T00058	CP000253.1	2238877	2238960	-	84	123	54	81	363	276	246
gene-SAOUHSC_T00061	CP000253.1	2238990	2239065	-	76	83	68	28	405	598	402
gene-SAOUHSC_T00020	CP000253.1	2239073	2239144	-	72	20	2	27	35	19	16
gene-SAOUHSC_T00010	CP000253.1	2239146	2239220	-	75	81	24	52	127	95	107
gene-SAOUHSC_R00015	CP000253.1	2239231	2239345	-	115	2	2	6	2	2	0
gene-SAOUHSC_R00010	CP000253.1	2239418	2242340	-	2923	1365	1040	2371	1759	1839	735
gene-SAOUHSC_T00029	CP000253.1	2242631	2242707	-	77	533	579	429	3229	788	1499
gene-SAOUHSC_R0005	CP000253.1	2242800	2244356	-	1557	363	220	805	322	176	53
gene-SAOUHSC_02416	CP000253.1	2244539	2244724	-	186	7	4	1	24	3	19
gene-SAOUHSC_02417	CP000253.1	2244932	2245819	-	888	5226	5945	1367	7442	5559	6641
gene-SAOUHSC_02418	CP000253.1	2246027	2247469	-	1443	4428	5666	710	6523	5008	6096
gene-SAOUHSC_02419	CP000253.1	2247791	2248264	-	474	1260	1562	50	1220	729	1295
gene-SAOUHSC_02420	CP000253.1	2248363	2249706	-	1344	1765	1744	222	4422	3153	4350
gene-SAOUHSC_02422	CP000253.1	2249883	2250566	-	684	3915	3442	391	5845	4802	4801
gene-SAOUHSC_02423	CP000253.1	2250585	2251772	-	1188	10372	9778	2003	16494	14449	14708
gene-SAOUHSC_02424	CP000253.1	2251816	2252331	-	516	4023	4050	209	5768	4814	4622
gene-SAOUHSC_02425	CP000253.1	2252508	2252768	+	261	20792	23133	1974	13813	15204	8017
gene-SAOUHSC_02426	CP000253.1	2252900	2254093	-	1194	1069	1849	396	16361	9603	18322
gene-SAOUHSC_02427	CP000253.1	2254506	2255474	-	969	1030	1367	176	3858	2627	2950
gene-SAOUHSC_02428	CP000253.1	2255471	2256502	-	1032	961	1426	177	3383	2588	2654
gene-SAOUHSC_02430	CP000253.1	2256514	2257497	-	984	3194	4248	205	12477	7189	10026
gene-SAOUHSC_02432	CP000253.1	2257663	2257788	+	126	12	27	1	26	21	27
gene-SAOUHSC_02433	CP000253.1	2257889	2258959	-	1071	2073	1852	214	1581	1256	1140
gene-SAOUHSC_02434	CP000253.1	2258966	2260723	-	1758	4890	5406	1887	3442	3016	2582
gene-SAOUHSC_02435	CP000253.1	2260710	2261903	-	1194	423	602	42	822	531	539
gene-SAOUHSC_02436	CP000253.1	2262005	2263981	+	1977	2399	2948	269	4883	3398	4613
gene-SAOUHSC_02437	CP000253.1	2264437	2265237	+	801	112	113	9	360	346	358
gene-SAOUHSC_02438	CP000253.1	2265255	2265554	+	300	44	44	9	132	101	104
gene-SAOUHSC_02440	CP000253.1	2265717	2266061	+	345	46	21	1	108	60	68
gene-SAOUHSC_02441	CP000253.1	2266097	2266606	-	510	365834	516160	78175	95179	98075	60339
gene-SAOUHSC_02442	CP000253.1	2266669	2266908	-	240	70742	86348	70833	14556	15553	10409
gene-SAOUHSC_02443	CP000253.1	2266921	2267457	-	537	171686	244914	33932	37595	46286	24966
gene-SAOUHSC_02444	CP000253.1	2267632	2269194	-	1563	45571	51643	12641	8548	11112	6593
gene-SAOUHSC_02445	CP000253.1	2269501	2270502	-	1002	1559	1828	662	1946	1379	1309
gene-SAOUHSC_02447	CP000253.1	2270736	2271737	-	1002	5710	5875	1640	6269	4758	2902
gene-SAOUHSC_02448	CP000253.1	2272020	2272904	-	885	2202	2905	320	1491	1217	892
gene-SAOUHSC_02449	CP000253.1	2273155	2274567	-	1413	673	649	164	3183	2417	1795
gene-SAOUHSC_02450	CP000253.1	2274585	2276297	-	1713	518	438	171	2032	1863	1180
gene-SAOUHSC_02451	CP000253.1	2276303	2276614	-	312	25	38	11	321	324	165
gene-SAOUHSC_02452	CP000253.1	2276636	2277616	-	981	64	50	10	772	775	389
gene-SAOUHSC_02453	CP000253.1	2277620	2278552	-	933	78	88	14	783	828	393
gene-SAOUHSC_02454	CP000253.1	2278565	2279080	-	516	44	35	1	368	425	224
gene-SAOUHSC_02455	CP000253.1	2279096	2279524	-	429	38	25	5	398	378	252
gene-SAOUHSC_02456	CP000253.1	2279892	2280683	-	792	2323	2889	302	1789	1190	1063
gene-SAOUHSC_02457	CP000253.1	2280889	2281629	+	741	1402	1582	374	1839	1289	1068
gene-SAOUHSC_A02331	CP000253.1	2281666	2281827	+	162	243	633	21	234	123	164
gene-SAOUHSC_02458	CP000253.1	2281920	2282528	-	609	202	377	37	115	74	100
gene-SAOUHSC_02459	CP000253.1	2282790	2282915	-	126	85	196	4	36	11	34
gene-SAOUHSC_02460	CP000253.1	2283135	2283983	-	849	3006	3874	470	2132	1465	1228
gene-SAOUHSC_02461	CP000253.1	2284053	2284469	-	417	927	1091	48	469	283	248
gene-SAOUHSC_02462	CP000253.1	2284713	2284880	+	168	15	33	1	35	21	35
gene-SAOUHSC_02463	CP000253.1	2284877	2287300	+	2424	998	1294	173	1739	1128	1193
gene-SAOUHSC_02464	CP000253.1	2287360	2288214	-	855	1181	1702	273	1167	935	819
gene-SAOUHSC_02465	CP000253.1	2288425	2289240	-	816	951	1019	101	654	549	397
gene-SAOUHSC_02466	CP000253.1	2289534	2289959	+	426	7754	6535	3003	5979	5936	2930
gene-SAOUHSC_02467	CP000253.1	2290323	2291027	-	705	692	469	71	1197	754	795
gene-SAOUHSC_02468	CP000253.1	2291064	2292728	-	1665	1230	1180	290	2015	1342	1405
gene-SAOUHSC_02469	CP000253.1	2292961	2293200	+	240	113	182	19	89	53	43
gene-SAOUHSC_02470	CP000253.1	2293182	2293364	-	183	573	898	124	130	113	91
gene-SAOUHSC_02471	CP000253.1	2293918	2295324	-	1407	1352	2548	319	1926	1463	1928
gene-SAOUHSC_02472	CP000253.1	2295453	2296589	-	1137	2063	2517	243	1865	1427	1629
gene-SAOUHSC_02473	CP000253.1	2296590	2296682	-	93	0	0	0	0	0	0
gene-SAOUHSC_02474	CP000253.1	2296639	2297334	-	696	2065	3575	714	2217	1718	1607
gene-SAOUHSC_02475	CP000253.1	2297395	2297688	-	294	461	1043	50	360	331	377
gene-SAOUHSC_02476	CP000253.1	2297685	2298782	-	1098	424	649	75	280	192	232
gene-SAOUHSC_A02350	CP000253.1	2298943	2299110	+	168	5	6	0	10	12	14
gene-SAOUHSC_02477	CP000253.1	2299327	2299725	-	399	32245	27708	15500	52802	48206	38572
gene-SAOUHSC_02478	CP000253.1	2299739	2300176	-	438	20868	24550	2944	40793	44483	35568
gene-SAOUHSC_02480	CP000253.1	2300416	2301219	-	804	3161	3809	501	3022	2802	2249
gene-SAOUHSC_02481	CP000253.1	2301224	2302030	-	807	2107	2623	508	1786	1579	1291
gene-SAOUHSC_02482	CP000253.1	2302020	2302880	-	861	3663	4455	563	2495	2311	1855
gene-SAOUHSC_02483	CP000253.1	2302877	2303686	-	810	3105	4013	964	1674	1547	1080
gene-SAOUHSC_02484	CP000253.1	2304224	2304592	-	369	19203	16536	5710	34628	28665	26204
gene-SAOUHSC_02485	CP000253.1	2304609	2305553	-	945	68218	78781	23727	115328	99234	95564
gene-SAOUHSC_02486	CP000253.1	2305628	2306017	-	390	22643	18534	8649	35815	32779	25630
gene-SAOUHSC_02487	CP000253.1	2306041	2306406	-	366	22823	38350	11244	36284	32611	28462
gene-SAOUHSC_02488	CP000253.1	2306429	2306542	-	114	10314	31126	3137	16082	14251	17083
gene-SAOUHSC_02489	CP000253.1	2306574	2306792	-	219	13381	15848	1798	22209	19045	16575
gene-SAOUHSC_02490	CP000253.1	2306985	2307632	-	648	52615	59683	20274	77844	69150	63486
gene-SAOUHSC_02491	CP000253.1	2307649	2308941	-	1293	87730	123099	23109	121284	105146	91707
gene-SAOUHSC_02492	CP000253.1	2308941	2309381	-	441	29307	27003	24030	37402	32868	26098
gene-SAOUHSC_02493	CP000253.1	2309398	2309577	-	180	15477	31149	3079	23863	20638	20692
gene-SAOUHSC_02494	CP000253.1	2309594	2310094	-	501	39272	52576	31926	56855	50124	42512
gene-SAOUHSC_02495	CP000253.1	2310115	2310474	-	360	28443	57445	7139	42174	36088	34967
gene-SAOUHSC_02496	CP000253.1	2310505	2311041	-	537	29779	28528	5494	45254	39803	32132
gene-SAOUHSC_02498	CP000253.1	2311066	2311464	-	399	27281	46822	6922	44737	33297	35127
gene-SAOUHSC_02499	CP000253.1	2311496	2311666	-	171	13812	24194	2455	23843	18232	18002
gene-SAOUHSC_02500	CP000253.1	2311704	2312243	-	540	32377	52318	10694	55509	44844	40570
gene-SAOUHSC_02501	CP000253.1	2312270	2312587	-	318	25223	47263	9939	43789	37391	35911
gene-SAOUHSC_02502	CP000253.1	2312623	2312991	-	369	25791	33664	12148	48252	38818	33065
gene-SAOUHSC_02503	CP000253.1	2313023	2313286	-	264	18386	28746	2288	30635	26252	24251
gene-SAOUHSC_02504	CP000253.1	2313310	2313519	-	210	9448	15656	1728	17018	13447	13506
gene-SAOUHSC_02505	CP000253.1	2313509	2313943	-	435	25520	32859	15561	46502	40374	31890
gene-SAOUHSC_02506	CP000253.1	2313946	2314599	-	654	38789	51525	16626	70771	60369	50582
gene-SAOUHSC_02507	CP000253.1	2314623	2314976	-	354	16408	35983	9924	28867	25913	21342
gene-SAOUHSC_02508	CP000253.1	2315005	2315283	-	279	23805	42408	9673	44390	36841	32116
gene-SAOUHSC_02509	CP000253.1	2315350	2316183	-	834	77096	98125	70378	106821	90679	77683
gene-SAOUHSC_02510	CP000253.1	2316216	2316491	-	276	14533	22083	4431	21326	17276	15349
gene-SAOUHSC_02511	CP000253.1	2316491	2317114	-	624	32942	43199	22408	50535	44336	37133
gene-SAOUHSC_02512	CP000253.1	2317141	2317803	-	663	37934	53806	24909	60922	51258	46574
gene-SAOUHSC_02515	CP000253.1	2318496	2318885	+	390	1135	2439	62	824	491	557
gene-SAOUHSC_02516	CP000253.1	2319077	2320255	-	1179	7304	6667	1168	41075	24052	44946
gene-SAOUHSC_02517	CP000253.1	2320524	2322659	-	2136	4592	6049	1434	7238	5096	7168
gene-SAOUHSC_02518	CP000253.1	2322685	2322780	-	96	9	20	3	19	3	42
gene-SAOUHSC_02519	CP000253.1	2322846	2323733	+	888	1921	2961	192	1535	989	1301
gene-SAOUHSC_02520	CP000253.1	2323914	2324777	+	864	4581	6935	1864	3589	2738	2520
gene-SAOUHSC_02521	CP000253.1	2324894	2325025	-	132	984	1798	272	601	417	377
gene-SAOUHSC_02522	CP000253.1	2325196	2326086	-	891	1256	1890	129	2154	1373	1871
gene-SAOUHSC_02523	CP000253.1	2326237	2326401	+	165	425	310	14	301	210	195
gene-SAOUHSC_02524	CP000253.1	2326646	2326963	+	318	1856	2368	244	2963	1780	2763
gene-SAOUHSC_02525	CP000253.1	2327150	2330317	-	3168	10554	15203	3068	10367	8087	8261
gene-SAOUHSC_02527	CP000253.1	2330434	2331699	-	1266	6665	8574	1847	6927	4898	5526
gene-SAOUHSC_02528	CP000253.1	2332088	2332339	+	252	505	666	61	302	216	249
gene-SAOUHSC_02529	CP000253.1	2332331	2333095	-	765	1898	2577	383	1018	728	838
gene-SAOUHSC_02530	CP000253.1	2333257	2333697	+	441	173	189	4	1808	1091	2349
gene-SAOUHSC_02531	CP000253.1	2333690	2334901	+	1212	391	400	36	6052	3228	6995
gene-SAOUHSC_02532	CP000253.1	2335005	2335355	-	351	656	751	38	6649	3605	7103
gene-SAOUHSC_02533	CP000253.1	2335481	2335651	+	171	160	136	94	324	171	255
gene-SAOUHSC_02534	CP000253.1	2335708	2335851	-	144	128	126	146	213	137	139
gene-SAOUHSC_02535	CP000253.1	2335823	2335942	-	120	44	39	2	65	43	38
gene-SAOUHSC_02536	CP000253.1	2336046	2337068	-	1023	4573	5645	1180	4773	3320	2908
gene-SAOUHSC_02537	CP000253.1	2337088	2337687	-	600	1648	1570	553	1346	1053	806
gene-SAOUHSC_02538	CP000253.1	2337694	2337927	-	234	355	259	149	459	354	242
gene-SAOUHSC_02540	CP000253.1	2337933	2338379	-	447	1050	2022	190	1174	902	943
gene-SAOUHSC_02541	CP000253.1	2338393	2338878	-	486	858	1612	205	1144	839	898
gene-SAOUHSC_02542	CP000253.1	2338875	2340134	-	1260	1749	2379	827	2653	1924	1898
gene-SAOUHSC_02543	CP000253.1	2340197	2340691	+	495	2916	3543	404	2871	2282	2142
gene-SAOUHSC_02544	CP000253.1	2340693	2341199	-	507	746	931	305	1028	799	694
gene-SAOUHSC_02545	CP000253.1	2341230	2342234	-	1005	1561	1963	370	1683	1280	1034
gene-SAOUHSC_02546	CP000253.1	2342404	2343009	-	606	1193	1440	452	1881	1282	1363
gene-SAOUHSC_02547	CP000253.1	2343010	2343681	-	672	1664	1894	196	1961	1286	1320
gene-SAOUHSC_02549	CP000253.1	2343695	2344477	-	783	1607	2408	230	1402	963	977
gene-SAOUHSC_02550	CP000253.1	2344767	2345564	+	798	2552	1365	147	3174	2140	1665
gene-SAOUHSC_02551	CP000253.1	2345736	2346506	-	771	849	803	120	2079	1480	1333
gene-SAOUHSC_02552	CP000253.1	2346578	2347132	-	555	433	588	104	667	548	522
gene-SAOUHSC_02553	CP000253.1	2347253	2348194	-	942	520	842	107	639	516	449
gene-SAOUHSC_02554	CP000253.1	2348593	2349501	-	909	5664	9811	1297	7434	6122	5509
gene-SAOUHSC_02555	CP000253.1	2349715	2349891	-	177	249	383	115	606	396	386
gene-SAOUHSC_02556	CP000253.1	2350014	2350880	-	867	455	880	272	769	562	586
gene-SAOUHSC_02557	CP000253.1	2351097	2351987	-	891	273	250	34	1871	972	1381
gene-SAOUHSC_02558	CP000253.1	2352262	2352564	+	303	39	26	8	359	201	239
gene-SAOUHSC_02559	CP000253.1	2352578	2352988	+	411	51	42	7	642	424	499
gene-SAOUHSC_02561	CP000253.1	2352985	2354700	+	1716	569	485	200	3319	2158	2091
gene-SAOUHSC_02562	CP000253.1	2354713	2355165	+	453	254	266	36	1136	656	734
gene-SAOUHSC_02563	CP000253.1	2355158	2355847	+	690	289	339	33	1464	849	1053
gene-SAOUHSC_02564	CP000253.1	2355860	2356474	+	615	494	581	51	2041	1302	1430
gene-SAOUHSC_02565	CP000253.1	2356474	2357310	+	837	641	674	54	3378	1828	2423
